"","X10","X30","X50","X70","X90","X0.9","X1.0","X1.1","X1.2","X1.3","DelayRising","DelayFalling","WorstCase","expectedDelayCor","resultDelayCor","abs(errorCor)"
"218",21,6,15,0,58,21,6,15,0,58,8.76936e-12,9.95969e-12,9.95969e-12,9.95969e-12,1.12009e-11,12.4623356751064
"219",1,12,27,32,28,1,12,27,32,28,8.20891e-12,9.463e-12,9.463e-12,9.463e-12,8.84344e-12,6.54718376836099
"220",30,1,0,59,10,30,1,0,59,10,7.52741e-12,8.85829e-12,8.85829e-12,8.85829e-12,8.93485e-12,0.864275159201155
"222",13,50,2,0,35,13,50,2,0,35,8.21688e-12,9.48067e-12,9.48067e-12,9.48067e-12,9.05581e-12,4.48132885123097
"223",0,29,33,0,38,0,29,33,0,38,8.86756e-12,8.95633e-12,8.95633e-12,8.95633e-12,9.28117e-12,3.62693201344746
"224",0,16,17,24,43,0,16,17,24,43,9.09504e-12,9.10613e-12,9.10613e-12,9.10613e-12,9.95874e-12,9.36303347305607
"225",0,33,19,48,0,0,33,19,48,0,7.172e-12,7.43825e-12,7.43825e-12,7.43825e-12,8.7419e-12,17.5262998689208
"227",5,18,46,26,5,5,18,46,26,5,6.90714e-12,8.26628e-12,8.26628e-12,8.26628e-12,8.39924e-12,1.60846233130258
"228",0,0,79,21,0,0,0,79,21,0,7.17945e-12,6.35136e-12,7.17945e-12,7.17945e-12,7.11879e-12,0.844911518291791
"229",18,0,5,19,58,18,0,5,19,58,8.82057e-12,1.00028e-11,1.00028e-11,1.00028e-11,1.00524e-11,0.495861158875499
"230",26,4,21,19,30,26,4,21,19,30,8.19739e-12,9.45959e-12,9.45959e-12,9.45959e-12,9.53188e-12,0.76419802549581
"231",26,38,15,17,4,26,38,15,17,4,6.4939e-12,7.92231e-12,7.92231e-12,7.92231e-12,6.35113e-12,19.8323468786251
"232",22,28,5,44,1,22,28,5,44,1,6.6783e-12,8.07157e-12,8.07157e-12,8.07157e-12,8.26567e-12,2.4047366249689
"233",34,3,0,28,35,34,3,0,28,35,8.38074e-12,9.61637e-12,9.61637e-12,9.61637e-12,9.47077e-12,1.51408483658595
"235",35,15,1,37,12,35,15,1,37,12,7.47925e-12,8.8124e-12,8.8124e-12,8.8124e-12,8.00548e-12,9.15664291226
"236",20,80,0,0,0,20,80,0,0,0,3.50763e-12,5.29832e-12,5.29832e-12,5.29832e-12,5.28629e-12,0.227053103625297
"237",13,24,20,32,11,13,24,20,32,11,7.39629e-12,8.7419e-12,8.7419e-12,8.7419e-12,7.43825e-12,14.9126620071152
"238",0,1,0,99,0,0,1,0,99,0,7.52038e-12,7.75241e-12,7.75241e-12,7.75241e-12,8.56041e-12,10.4225653699946
"239",12,4,36,40,8,12,4,36,40,8,7.28526e-12,8.64299e-12,8.64299e-12,8.64299e-12,7.80842e-12,9.65603338659421
"240",0,13,28,45,14,0,13,28,45,14,8.21382e-12,8.37414e-12,8.37414e-12,8.37414e-12,7.57e-12,9.60265770574651
"241",21,37,0,10,32,21,37,0,10,32,8.18317e-12,9.44819e-12,9.44819e-12,9.44819e-12,9.64194e-12,2.05065732166689
"242",9,0,76,0,15,9,0,76,0,15,7.29509e-12,8.67723e-12,8.67723e-12,8.67723e-12,8.72087e-12,0.502925472760318
"243",58,0,22,20,0,58,0,22,20,0,5.91287e-12,7.3972e-12,7.3972e-12,7.3972e-12,8.24304e-12,11.4345968744931
"244",27,15,22,36,0,27,15,22,36,0,6.42941e-12,7.85914e-12,7.85914e-12,7.85914e-12,7.86472e-12,0.0710001348747991
"245",12,19,12,43,14,12,19,12,43,14,7.66635e-12,8.98121e-12,8.98121e-12,8.98121e-12,7.69758e-12,14.292394900019
"246",0,0,44,56,0,0,0,44,56,0,7.81848e-12,6.93203e-12,7.81848e-12,7.81848e-12,7.80842e-12,0.128669511209334
"247",30,7,29,21,13,30,7,29,21,13,7.41208e-12,8.75905e-12,8.75905e-12,8.75905e-12,7.35751e-12,16.0010503422175
"248",45,42,0,13,0,45,42,0,13,0,5.34535e-12,6.89926e-12,6.89926e-12,6.89926e-12,6.52891e-12,5.36796699935935
"249",34,2,5,30,29,34,2,5,30,29,8.21529e-12,9.47077e-12,9.47077e-12,9.47077e-12,9.61637e-12,1.53736179845989
"250",53,0,0,14,33,53,0,0,14,33,8.241e-12,9.49686e-12,9.49686e-12,9.49686e-12,9.45381e-12,0.453307724869068
"251",0,43,57,0,0,0,43,57,0,0,5.47269e-12,5.9121e-12,5.9121e-12,5.9121e-12,5.8628e-12,0.833883053398976
"252",46,40,14,0,0,46,40,14,0,0,4.09839e-12,5.79678e-12,5.79678e-12,5.79678e-12,6.874e-12,18.5830754315327
"253",0,46,17,37,0,0,46,17,37,0,6.96162e-12,7.24542e-12,7.24542e-12,7.24542e-12,7.22901e-12,0.226487905463035
"254",28,2,5,53,12,28,2,5,53,12,7.61221e-12,8.93485e-12,8.93485e-12,8.93485e-12,8.85829e-12,0.856869449403175
"255",19,7,35,27,12,19,7,35,27,12,7.42713e-12,8.76744e-12,8.76744e-12,8.76744e-12,9.04629e-12,3.18051791629028
"256",46,10,0,22,22,46,10,0,22,22,7.86982e-12,9.17154e-12,9.17154e-12,9.17154e-12,9.16068e-12,0.118409776329809
"257",0,53,0,28,19,0,53,0,28,19,8.3114e-12,8.46709e-12,8.46709e-12,8.46709e-12,9.13158e-12,7.84791469087962
"258",37,9,0,17,37,37,9,0,17,37,8.37967e-12,9.62023e-12,9.62023e-12,9.62023e-12,9.36313e-12,2.67249327718777
"259",59,31,10,0,0,59,31,10,0,0,3.86856e-12,5.59804e-12,5.59804e-12,5.59804e-12,5.00444e-12,10.6037112989546
"260",28,10,29,6,27,28,10,29,6,27,7.99698e-12,9.2831e-12,9.2831e-12,9.2831e-12,9.58256e-12,3.22586205039266
"262",41,0,21,0,38,41,0,21,0,38,8.32731e-12,9.57818e-12,9.57818e-12,9.57818e-12,9.58362e-12,0.0567957586931955
"264",29,0,0,71,0,29,0,0,71,0,6.87998e-12,8.26988e-12,8.26988e-12,8.26988e-12,8.85829e-12,7.11509719608991
"265",24,34,0,1,41,24,34,0,1,41,8.40087e-12,9.64194e-12,9.64194e-12,9.64194e-12,9.54254e-12,1.03091286608298
"266",70,0,24,0,6,70,0,24,0,6,6.22634e-12,7.71209e-12,7.71209e-12,7.71209e-12,8.90382e-12,15.4527501624073
"267",43,19,38,0,0,43,19,38,0,0,4.68115e-12,6.29418e-12,6.29418e-12,6.29418e-12,8.76231e-12,39.2128919096689
"268",44,30,14,0,12,44,30,14,0,12,6.97558e-12,8.35536e-12,8.35536e-12,8.35536e-12,5.59804e-12,33.0006127802991
"269",0,0,68,9,23,0,0,68,9,23,8.91407e-12,7.91132e-12,8.91407e-12,8.91407e-12,8.72087e-12,2.16736013964441
"270",0,0,7,53,40,0,0,7,53,40,9.6175e-12,8.46508e-12,9.6175e-12,9.6175e-12,1.03597e-11,7.71718221991162
"271",0,24,54,22,0,0,24,54,22,0,6.66575e-12,6.9785e-12,6.9785e-12,6.9785e-12,8.26628e-12,18.4535358601419
"272",15,27,17,29,12,15,27,17,29,12,7.42631e-12,8.76737e-12,8.76737e-12,8.76737e-12,7.46553e-12,14.8486946484521
"273",42,49,6,0,3,42,49,6,0,3,5.44196e-12,7.01548e-12,7.01548e-12,7.01548e-12,7.01419e-12,0.0183879078837212
"274",35,35,30,0,0,35,35,30,0,0,4.55839e-12,6.18884e-12,6.18884e-12,6.18884e-12,6.31341e-12,2.01281661830004
"275",19,13,0,20,48,19,13,0,20,48,8.65206e-12,9.80622e-12,9.80622e-12,9.80622e-12,1.00524e-11,2.51044745069966
"276",45,33,4,0,18,45,33,4,0,18,7.38419e-12,8.75405e-12,8.75405e-12,8.75405e-12,8.78533e-12,0.357320326020516
"277",31,0,0,14,55,31,0,0,14,55,8.76079e-12,9.94883e-12,9.94883e-12,9.94883e-12,1.00524e-11,1.04102693482551
"278",52,46,2,0,0,52,46,2,0,0,3.47252e-12,5.26245e-12,5.26245e-12,5.26245e-12,5.11544e-12,2.79356573459129
"279",49,5,0,46,0,49,5,0,46,0,6.55141e-12,7.96627e-12,7.96627e-12,7.96627e-12,7.94478e-12,0.269762385658523
"280",13,0,49,2,36,13,0,49,2,36,8.30376e-12,9.54985e-12,9.54985e-12,9.54985e-12,9.28571e-12,2.76590731791598
"281",63,6,0,14,17,63,6,0,14,17,7.50482e-12,8.85341e-12,8.85341e-12,8.85341e-12,8.85341e-12,0
"282",87,0,0,0,13,87,0,0,0,13,6.97204e-12,8.37039e-12,8.37039e-12,8.37039e-12,8.08425e-12,3.41847870887736
"283",0,0,0,47,53,0,0,0,47,53,1.03597e-11,8.08876e-12,1.03597e-11,1.03597e-11,1.0374e-11,0.138034885180072
"284",55,0,0,45,0,55,0,0,45,0,6.52978e-12,7.94478e-12,7.94478e-12,7.94478e-12,7.92506e-12,0.248213292249755
"285",0,0,63,0,37,0,0,63,0,37,9.36918e-12,8.31109e-12,9.36918e-12,9.36918e-12,9.62496e-12,2.7300147931836
"288",0,13,29,58,0,0,13,29,58,0,7.31399e-12,7.57e-12,7.57e-12,7.57e-12,7.85812e-12,3.80607661822985
"289",1,0,0,16,83,1,0,0,16,83,9.0471e-12,1.01567e-11,1.01567e-11,1.01567e-11,1.01085e-11,0.474563588567156
"291",0,57,0,0,43,0,57,0,0,43,8.97162e-12,9.05581e-12,9.05581e-12,9.05581e-12,8.81886e-12,2.61655224656879
"293",11,25,64,0,0,11,25,64,0,0,5.01519e-12,6.57968e-12,6.57968e-12,6.57968e-12,5.99996e-12,8.81076283345087
"294",27,18,0,55,0,27,18,0,55,0,6.70979e-12,8.11187e-12,8.11187e-12,8.11187e-12,8.26567e-12,1.89598699190199
"295",45,4,34,17,0,45,4,34,17,0,5.87433e-12,7.35751e-12,7.35751e-12,7.35751e-12,8.75905e-12,19.0491076464728
"296",52,0,8,0,40,52,0,8,0,40,8.36997e-12,9.61604e-12,9.61604e-12,9.61604e-12,9.45678e-12,1.65619111401367
"297",28,0,5,24,43,28,0,5,24,43,8.56387e-12,9.72968e-12,9.72968e-12,9.72968e-12,9.70325e-12,0.271643055064497
"299",38,14,0,48,0,38,14,0,48,0,6.59503e-12,8.00548e-12,8.00548e-12,8.00548e-12,8.07825e-12,0.909002333401632
